step,vibration_rms,temperature_c,current_amps,machine_state
0,0.3599342830602246,47.944694279531525,10.694306561430208,RUNNING
1,0.3804605971281605,47.90633865011067,10.429758912915245,RUNNING
2,0.3815842563101478,48.306973891661166,10.359157684219515,RUNNING
3,0.3608512008717193,47.81463292287501,10.360281073928922,RUNNING
4,0.35483924543132067,47.23468790213688,9.98252465024609,RUNNING
5,0.3387542494151805,47.59486755186623,10.594274199778582,RUNNING
6,0.33183951848957577,47.43507851946588,10.939694630676467,RUNNING
7,0.34548447399026927,48.02701128187517,10.072575544135963,RUNNING
8,0.3391123455094963,48.044369035883946,10.15470192677331,RUNNING
9,0.3575139603669134,47.75974452403248,10.412491875062017,RUNNING
10,0.33796586775541204,48.740911273803576,10.49595083257862,RUNNING
11,0.32884578142088194,48.32901796484128,10.133746905008694,RUNNING
12,0.35417727190009507,47.21613195044809,10.101544185330471,RUNNING
13,0.3539372247173824,48.29538663199816,10.55141048435699,RUNNING
14,0.3476870343522352,47.87955852176428,10.056443402889771,RUNNING
15,0.3356031158321058,47.81574449161609,10.817136667865675,RUNNING
16,0.3568723657913692,47.29478393785491,10.597225190818438,RUNNING
17,0.34229835439167366,47.72923119987762,10.68350288665226,RUNNING
18,0.370619990449919,48.37251204764648,10.248234743033208,RUNNING
19,0.3438157524829757,48.132505372561425,10.792663538136708,RUNNING
20,0.3404165152430942,47.925736409334476,10.16809950779819,RUNNING
21,0.3260758675183866,48.32501032895768,10.906872008571247,RUNNING
22,0.3485597975683933,48.40141315915681,10.60849080751429,RUNNING
23,0.3370976049078975,48.14455824220337,10.961410969939791,RUNNING
24,0.34928347921780095,48.625857462325605,9.714076468773076,RUNNING
25,0.36643805008750446,48.03481882729527,10.41029779486024,RUNNING
26,0.35183521553071,47.20497243415964,10.434098433648746,RUNNING
27,0.3571422514302349,48.591157617896606,10.344518934517906,RUNNING
28,0.33383012794213623,47.799297182566185,10.774620635310622,RUNNING
29,0.35657502219319365,47.788095918493184,10.653980229934007,RUNNING
30,0.3519415509869608,48.38745799621316,10.289384071836794,RUNNING
31,0.3434467570680446,47.84315673874714,10.060945515560364,RUNNING
32,0.3559224055412915,48.10442210887196,10.501534036992739,RUNNING
33,0.34530825733249704,47.43385170317983,10.373806403170393,RUNNING
34,0.34314570966946456,47.67908909231135,10.451614286500197,RUNNING
35,0.35808101713629076,48.75447436048421,10.55237334384955,RUNNING
36,0.35515100781445524,47.970221633693534,9.924368635410287,RUNNING
37,0.34946972249101566,48.02409208397641,11.238972633745586,RUNNING
38,0.34615278070437755,48.12061893693345,10.489586469088428,RUNNING
39,0.3266264392476093,48.457129125806006,10.725579909806033,RUNNING
40,0.3658206389408609,47.63624501808211,10.92083829328083,RUNNING
41,0.32196297874415436,48.23474283752011,11.157136687742993,RUNNING
42,0.3301892734973862,47.77348090815889,10.529895409526292,RUNNING
