step,vibration_rms,temperature_c,current_amps,machine_state
0,0.434901424590337,51.930867849414405,11.694306561430208,RUNNING
1,0.46569089569224076,51.88292331263833,11.429758912915245,RUNNING
2,0.46737638446522173,52.383717364576455,11.359157684219515,RUNNING
3,0.4362768013075789,51.76829115359377,11.360281073928922,RUNNING
4,0.427258868146981,51.0433598776711,10.98252465024609,RUNNING
5,0.4031313741227708,51.49358443983279,11.594274199778582,RUNNING
6,0.39275927773436364,51.293848149332355,11.939694630676467,RUNNING
7,0.4132267109854039,52.03376410234396,11.072575544135963,RUNNING
8,0.4036685182642445,52.055461294854936,11.15470192677331,RUNNING
9,0.43127094055037013,51.699680655040595,11.412491875062017,RUNNING
10,0.4019488016331181,52.926139092254466,11.49595083257862,RUNNING
11,0.388268672131323,52.41127245605159,11.133746905008694,RUNNING
12,0.4262659078501426,51.02016493806011,11.101544185330471,RUNNING
13,0.4259058370760737,52.3692332899977,11.55141048435699,RUNNING
14,0.4165305515283528,51.849448152205355,11.056443402889771,RUNNING
15,0.39840467374815874,51.769680614520105,11.817136667865675,RUNNING
16,0.4303085486870538,51.118479922318635,11.597225190818438,RUNNING
17,0.4084475315875105,51.66153899984702,11.68350288665226,RUNNING
18,0.4509299856748785,52.4656400595581,11.248234743033208,RUNNING
19,0.41072362872446355,52.165631715701785,11.792663538136708,RUNNING
20,0.40562477286464127,51.90717051166809,11.16809950779819,RUNNING
21,0.3841138012775799,52.406262911197096,11.906872008571247,RUNNING
22,0.41783969635259,52.501766448946015,11.60849080751429,RUNNING
23,0.40064640736184626,52.18069780275421,11.961410969939791,RUNNING
24,0.4189252188267014,52.782321827907005,10.714076468773076,RUNNING
25,0.4446570751312567,52.04352353411909,11.41029779486024,RUNNING
26,0.42275282329606506,51.00621554269955,11.434098433648746,RUNNING
27,0.43071337714535235,52.73894702237076,11.344518934517906,RUNNING
28,0.39574519191320434,51.749121478207734,11.774620635310622,RUNNING
29,0.4298625332897905,51.73511989811648,11.653980229934007,RUNNING
30,0.4229123264804412,52.48432249526645,11.289384071836794,RUNNING
31,0.41017013560206694,51.80394592343392,11.060945515560364,RUNNING
32,0.4288836083119373,52.130527636089944,11.501534036992739,RUNNING
33,0.4129623859987456,51.29231462897479,11.373806403170393,RUNNING
34,0.4097185645041969,51.59886136538919,11.451614286500197,RUNNING
35,0.4321215257044361,52.94309295060526,11.55237334384955,RUNNING
36,0.4277265117216829,51.96277704211692,10.924368635410287,RUNNING
37,0.4192045837365235,52.03011510497051,12.238972633745586,RUNNING
38,0.4142291710565663,52.1507736711668,11.489586469088428,RUNNING
39,0.384939658871414,52.57141140725751,11.725579909806033,RUNNING
40,0.4437309584112914,51.54530627260263,11.92083829328083,RUNNING
41,0.37794446811623156,52.29342854690014,12.157136687742993,RUNNING
42,0.39028391024607934,51.71685113519862,11.529895409526292,RUNNING
43,0.404895730376514,51.22466828446694,11.520568892441808,RUNNING
44,0.3881308885882168,52.23679621531759,11.22417272972986,RUNNING
45,0.46649803215052615,51.60837335383188,11.403381545138297,RUNNING
46,0.44440551652109006,51.384567841783024,11.56823798038124,RUNNING
47,0.4592142826284728,51.196258382719385,11.55539015755969,RUNNING
48,0.42779648382745267,52.390911435888654,11.128914786736576,RUNNING
49,0.38038630160747167,52.26097078280845,11.589095401969956,RUNNING
50,0.4275147855103763,52.173224104748485,11.295992583526452,RUNNING
51,0.4269676109148301,52.14653623664934,11.285694574592089,RUNNING
52,0.47597323533434266,52.236916460455895,11.142608950839206,RUNNING
53,0.43969660825901485,51.51265916488634,11.736125381122736,RUNNING
54,0.4547578673702221,51.58965884082414,11.789012838773296,RUNNING
55,0.4323834278080949,52.411030079997246,12.069037894796184,RUNNING
56,0.4126383565199139,51.623131917821254,11.233145671112343,RUNNING
57,0.39552569145103683,51.961449145292946,11.602345592444992,RUNNING
58,0.42830072397990054,52.41359162451801,11.503900567563372,RUNNING
59,0.4636060223147195,51.867671583381025,12.316050749976885,RUNNING
60,0.43877002043295016,51.57142122179186,11.178732250581666,RUNNING
61,0.4344741724572955,51.888268607337075,11.714200148227627,RUNNING
62,0.43419712873720634,51.96358554367156,11.24596188457948,RUNNING
63,0.37455458325942403,51.77674252396649,11.756919638297042,RUNNING
64,0.4264228123239061,51.37713061064401,11.551954277755355,RUNNING
65,0.4315595213918651,51.55807128189943,11.546117531783658,RUNNING
66,0.42174626155337996,51.428514851084685,11.607336208104485,RUNNING
67,0.436823535791047,52.54152562158764,11.81614061561047,RUNNING
68,0.37866991896128727,51.53108748004244,11.654510580162597,RUNNING
69,0.43541357852736623,52.257523843153024,12.655819447196416,RUNNING
70,0.437126715320795,52.5677828200903,11.78620052904796,RUNNING
71,0.4395417375391739,51.842365377679826,11.72769076614798,RUNNING
72,0.3968152435638728,51.88159069663,11.354390935651269,RUNNING
73,0.4224562241815897,53.15732928333676,10.939820442222477,RUNNING
74,0.4405878057112354,51.193642064405175,11.35842044026317,RUNNING
